GENEID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj
LOC_Os03g31170,585.0094312,-1.059999097,0.261447166,-4.054152817,5.03E-05,0.000235718,3.627606811
LOC_Os03g31300,767.6988733,-1.539251293,0.228791373,-6.727351063,1.73E-11,1.77E-10,9.751155506
LOC_Os03g31490,2995.480122,-1.188407898,0.15255265,-7.790095675,6.70E-15,9.23E-14,13.03458575
LOC_Os03g31730,3183.741023,-1.092407282,0.142685677,-7.655999772,1.92E-14,2.57E-13,12.5898933
LOC_Os03g32490,3125.593126,-0.814707035,0.180879585,-4.504128167,6.66E-06,3.66E-05,4.43691086
LOC_Os03g34040,643.5512099,-2.396365364,0.283963836,-8.437296631,3.25E-17,5.34E-16,15.27245303
LOC_Os03g34310,274.4505951,-1.609171858,0.41731207,-3.855449453,0.000115517,0.000507051,3.294948165
LOC_Os03g36370,103.3350993,-2.28413465,0.541613648,-4.212735334,2.52E-05,0.000125004,3.903074698
LOC_Os03g36540,4557.995673,-2.253213571,0.19650397,-11.4662835,1.95E-30,6.91E-29,28.16079013
LOC_Os03g36750,706.8892995,-2.50297451,0.225965999,-11.07477706,1.66E-28,5.32E-27,26.27419543
LOC_Os03g36960,49.63480955,-2.564972738,0.692857303,-3.686919825,0.000226985,0.000946683,3.023795623
LOC_Os03g37010,232.2245628,-1.413741185,0.330951589,-4.271028568,1.95E-05,9.83E-05,4.007619459
LOC_Os03g37260,140.2724462,-2.252728507,0.455424312,-4.943832797,7.66E-07,4.79E-06,5.319234169
LOC_Os03g37640,269.6230333,-1.532059356,0.399671581,-3.833218147,0.000126478,0.000550554,3.259199999
LOC_Os03g37730,257.9470599,-1.147678854,0.313390574,-3.661962593,0.00025029,0.001034017,2.985472411
LOC_Os03g38230,554.6548167,-2.337806687,0.337988147,-6.915888213,4.65E-12,5.03E-11,10.29827228
LOC_Os03g38350,28.46877873,-2.889577335,0.870664955,-3.286944391,0.001012808,0.003717647,2.429731877
LOC_Os03g38375,13.4841582,-5.038839001,1.244085635,-3.985577584,6.73E-05,0.000307932,3.511544653
LOC_Os03g38540,3631.320784,-0.765207152,0.141149939,-5.421219274,5.92E-08,4.29E-07,6.367888442
LOC_Os03g38580,33.99455719,-1.955390069,0.786617861,-2.477972349,0.013213138,0.036299223,1.440102677
LOC_Os03g38730,592.2104645,-1.893379769,0.267759271,-7.070623283,1.54E-12,1.74E-11,10.75917328
LOC_Os03g38950,8066.008067,-1.925436236,0.156604206,-12.29482983,9.66E-35,4.20E-33,32.37701741
LOC_Os03g38970,373.9197377,-1.433750967,0.281091264,-5.100120772,3.39E-07,2.24E-06,5.650017136
LOC_Os03g39610,224180.9347,-2.620817972,0.163338321,-16.04532659,6.16E-58,7.89E-56,55.10319128
LOC_Os03g39640,791.3682748,-0.656354155,0.212328243,-3.091203677,0.001993468,0.006835742,2.16521435
LOC_Os03g39830,584.3057062,-1.829693063,0.284086223,-6.440187853,1.19E-10,1.13E-09,8.945169584
LOC_Os03g40260,99.17577742,-1.368312283,0.542010887,-2.523198301,0.01162928,0.032504148,1.488061214
LOC_Os03g40550,384.0969737,-1.944668425,0.260780502,-7.455834282,8.93E-14,1.14E-12,11.94461936
LOC_Os03g41080,1549.163479,-1.942050998,0.170799121,-11.36983236,5.91E-30,2.05E-28,27.68856674
LOC_Os03g41330,2179.323852,-1.081473602,0.206988468,-5.224788959,1.74E-07,1.20E-06,5.921699194
LOC_Os03g41350,476.9767356,-1.667576344,0.265482167,-6.280775152,3.37E-10,3.07E-09,8.512155987
LOC_Os03g41510,230.273318,-1.967389591,0.373845672,-5.260528782,1.44E-07,9.96E-07,6.001659563
LOC_Os03g41612,271.5229508,-1.911063235,0.366661779,-5.210834226,1.88E-07,1.28E-06,5.89144558
LOC_Os03g42020,334.6185762,-1.397283724,0.298689256,-4.677711855,2.90E-06,1.68E-05,4.774816662
LOC_Os03g43010,1435.284339,-0.918731953,0.218772504,-4.199453113,2.68E-05,0.000132027,3.879338295
LOC_Os03g43420,490.1625401,-1.817489813,0.307798844,-5.904450262,3.54E-09,2.93E-08,7.533071235
LOC_Os03g43430,5112.900352,-1.250575139,0.143129237,-8.737346787,2.39E-18,4.23E-17,16.37375895
LOC_Os03g43850,333.4957269,-1.225078724,0.355226644,-3.448632027,0.000563434,0.002176288,2.662283666
LOC_Os03g43860,1533.530163,-1.91364532,0.229994793,-8.320000948,8.80E-17,1.40E-15,14.8535645
LOC_Os03g44200,77.85204647,-1.337865395,0.510289829,-2.620927578,0.008769089,0.025356557,1.595909721
LOC_Os03g44230,251.1511807,-1.071842017,0.336765443,-3.182586417,0.001459659,0.005168587,2.286628146
LOC_Os03g44300,453.6623407,-1.573724503,0.262914928,-5.985263002,2.16E-09,1.82E-08,7.739714827
LOC_Os03g44710,163.3074416,-1.236705334,0.410397846,-3.013132692,0.002585658,0.008649643,2.063001827
LOC_Os03g44820,262.673662,-1.321721733,0.377346889,-3.502276065,0.000461301,0.00181476,2.741180892
LOC_Os03g45220,2377.383377,-1.540539071,0.155367215,-9.915327777,3.57E-23,8.37E-22,21.07705967
LOC_Os03g45400,841.2296968,-2.366610074,0.232940861,-10.15835854,3.04E-24,7.54E-23,22.12278605
LOC_Os03g45710,525.7210126,-2.038516035,0.284654527,-7.160518368,8.04E-13,9.26E-12,11.03344855
LOC_Os03g45770,291.5344141,-0.979807498,0.311995212,-3.140358511,0.001687412,0.005882391,2.230446087
LOC_Os03g45779,206.4762775,-1.853307231,0.34668545,-5.344353985,9.07E-08,6.45E-07,6.190743621
LOC_Os03g45870,125.8594546,-3.03929149,0.459917624,-6.596487997,4.21E-11,4.16E-10,9.380481802
LOC_Os03g47500,475.4795875,-0.791998021,0.271620439,-2.915827241,0.003547469,0.011450865,1.941161699
LOC_Os03g47560,12.97022109,-3.512537895,1.145352993,-2.95152564,0.003162083,0.01034481,1.985277475
LOC_Os03g47610,12671.9681,-1.251684946,0.153603514,-8.148791292,3.68E-16,5.57E-15,14.25436967
LOC_Os03g48000,347.5358996,-2.138729942,0.297474993,-7.18740845,6.60E-13,7.66E-12,11.11560662
LOC_Os03g48030,988.3331618,-2.222315473,0.244095711,-9.103618324,8.74E-20,1.67E-18,17.77660812
LOC_Os03g48040,669.0461996,-2.232144329,0.225588722,-9.893352279,4.45E-23,1.04E-21,20.98481355
LOC_Os03g48050,71.55589243,-3.055917545,0.730824365,-4.163914889,3.13E-05,0.000152645,3.816317579
LOC_Os03g48170,262.4855786,-1.204764861,0.367894313,-3.27456084,0.001058263,0.003867913,2.412523349
LOC_Os03g48190,443.7184202,-0.807396475,0.246991944,-3.26883998,0.001079894,0.003936346,2.404906752
LOC_Os03g48230,205.0299943,-2.426132552,0.358460494,-6.76415417,1.34E-11,1.39E-10,9.855834358
LOC_Os03g48920,990.3133355,-1.841440064,0.227555812,-8.091871858,5.88E-16,8.78E-15,14.05649137
LOC_Os03g49150,384.701542,-0.661207306,0.265980326,-2.485892934,0.012922684,0.035613196,1.448389045
LOC_Os03g49220,155.6763165,-1.33307781,0.409752658,-3.252946557,0.00114215,0.00414982,2.381970783
LOC_Os03g49270,65.28299926,-2.060768496,0.665046232,-3.092960492,0.001981705,0.006796886,2.167690024
LOC_Os03g49440,3514.189855,-2.092512313,0.17257771,-12.12479927,7.81E-34,3.22E-32,31.491651
LOC_Os03g49480,44.35179491,-1.843680086,0.698373705,-2.635486247,0.008401683,0.024437871,1.611936625
LOC_Os03g49710,1985.844665,-2.718548465,0.190100987,-14.2992851,2.21E-46,1.72E-44,43.76392955
LOC_Os03g49720,170.8397264,-2.023013552,0.409695293,-4.935974977,7.98E-07,4.98E-06,5.302595869
LOC_Os03g49940,237.5744513,-1.006966977,0.383879976,-2.623074499,0.008714022,0.025243712,1.597846783
LOC_Os03g50070,532.1836568,-0.662837942,0.255656961,-2.592679273,0.009523153,0.027246608,1.564687562
LOC_Os03g50080,2508.056973,-2.223515737,0.193688751,-11.47949687,1.67E-30,5.94E-29,28.22614086
LOC_Os03g50270,3067.173876,-2.124607347,0.166019987,-12.79694345,1.71E-37,8.80E-36,35.05559908
LOC_Os03g50310,8185.248461,-1.584434709,0.135300558,-11.71042809,1.13E-31,4.25E-30,29.37128271
LOC_Os03g50810,289.7422659,-1.967279577,0.313348351,-6.276544362,3.46E-10,3.16E-09,8.500591968
LOC_Os03g50870,1262.722453,-1.105119656,0.189354107,-5.836167608,5.34E-09,4.34E-08,7.362122055
LOC_Os03g51530,5232.602775,-0.759436646,0.172238554,-4.409210745,1.04E-05,5.53E-05,4.257536293
LOC_Os03g51920,170.7747495,-2.369375165,0.398227995,-5.945614834,2.75E-09,2.30E-08,7.638650157
LOC_Os03g51930,743.6277371,-2.03133755,0.275942992,-7.360941174,1.83E-13,2.25E-12,11.64707217
LOC_Os03g51950,219.1397509,-1.789622766,0.327378485,-5.46535576,4.62E-08,3.39E-07,6.469302585
LOC_Os03g51960,465.0753866,-1.678276153,0.271237352,-6.186986078,6.13E-10,5.45E-09,8.263683975
LOC_Os03g52130,847.5627413,-1.649803882,0.241177777,-6.840353362,7.90E-12,8.37E-11,10.07750796
LOC_Os03g52150,588.8083495,-0.739611894,0.238532004,-3.100652843,0.001930945,0.00664306,2.177631842
LOC_Os03g52170,1015.468331,-1.770737892,0.196492793,-9.011267457,2.04E-19,3.80E-18,17.41996649
LOC_Os03g52239,2007.420374,-1.466378093,0.194519859,-7.538368197,4.76E-14,6.23E-13,12.2055048
LOC_Os03g52310,492.4142128,-0.720006399,0.244153657,-2.948948247,0.003188574,0.010420643,1.98210549
LOC_Os03g52460,566.7054453,-1.718159341,0.248949272,-6.901167824,5.16E-12,5.54E-11,10.25619271
LOC_Os03g52640,347.652986,-2.280241577,0.331334186,-6.880080143,5.98E-12,6.39E-11,10.19446999
LOC_Os03g52680,3708.817924,-0.759164494,0.17955251,-4.228091364,2.36E-05,0.000117475,3.93005365
LOC_Os03g52730,215.3941698,-1.031708008,0.36428219,-2.831892858,0.004627335,0.014539885,1.837439023
LOC_Os03g52840,2974.6697,-2.189944984,0.197996055,-11.0602359,1.96E-28,6.22E-27,26.20638099
LOC_Os03g53300,357.3428303,-1.159251685,0.280497393,-4.132690525,3.59E-05,0.000172962,3.76205037
LOC_Os03g53540,75.49926531,-1.700566335,0.572044019,-2.971344453,0.00296499,0.009775212,2.009873815
LOC_Os03g53640,102.6568587,-2.201831751,0.469081088,-4.690242221,2.73E-06,1.59E-05,4.798871495
LOC_Os03g53670,953.7163456,-1.397681901,0.225491459,-6.198175033,5.71E-10,5.10E-09,8.292803888
LOC_Os03g53700,424.9003162,-1.517965141,0.279718351,-5.426131667,5.76E-08,4.18E-07,6.379029555
LOC_Os03g53710,2915.449975,-1.978204237,0.179810826,-11.00137928,3.76E-28,1.18E-26,25.92650549
LOC_Os03g53860,1142.160211,-3.471775107,0.222913739,-15.5700471,1.16E-54,1.27E-52,51.89580804
LOC_Os03g53930,194.8380662,-1.568726093,0.337363304,-4.64909383,3.33E-06,1.91E-05,4.718528686
LOC_Os03g54040,102.7164012,-2.604063122,0.492465166,-5.28068893,1.29E-07,8.97E-07,6.047446591
LOC_Os03g55030,20.21594038,-3.612535564,1.025122534,-3.443555435,0.000574119,0.002214298,2.654763985
LOC_Os03g55090,323.748682,-0.855591791,0.32244318,-2.653485958,0.007966509,0.023375159,1.631245426
LOC_Os03g55100,395.5146141,-2.850189653,0.292706762,-9.732681067,2.19E-22,4.85E-21,20.31441602
LOC_Os03g55110,563.0389403,-1.996936586,0.273243602,-7.30714265,2.73E-13,3.29E-12,11.48273997
LOC_Os03g55164,55.55770223,-2.164291656,0.692967716,-3.115973656,0.001833387,0.006336519,2.198149274
LOC_Os03g55460,270.0130065,-2.783592089,0.390690182,-7.11946407,1.08E-12,1.24E-11,10.90690509
LOC_Os03g55670,2863.634104,-1.537730963,0.147104239,-10.45319009,1.42E-25,3.82E-24,23.41747206
LOC_Os03g55720,6179.855265,-2.699842058,0.18942597,-14.25244504,4.33E-46,3.29E-44,43.48273214
LOC_Os03g55776,12245.33156,-2.427187205,0.191824313,-12.65308576,1.08E-36,5.26E-35,34.27928848
LOC_Os03g55820,164.7499263,-1.652103404,0.446554965,-3.698001689,0.000217303,0.000910267,3.040831402
LOC_Os03g55830,308.9303461,-1.074528866,0.304166999,-3.532410227,0.00041179,0.001638414,2.785576329
LOC_Os03g55850,777.8831033,-0.726494865,0.230188671,-3.15603306,0.001599307,0.005616313,2.250548671
LOC_Os03g55930,1276.058481,-2.462514899,0.184816727,-13.32281344,1.71E-40,1.01E-38,37.99611794
LOC_Os03g55970,588.0364426,-2.15515949,0.298620323,-7.216112115,5.35E-13,6.24E-12,11.20480475
LOC_Os03g56000,676.006004,-0.723095898,0.246077301,-2.938498607,0.003298061,0.010725639,1.969576828
LOC_Os03g56220,3307.022378,-1.524877522,0.243577376,-6.26025985,3.84E-10,3.49E-09,8.457443101
LOC_Os03g56270,487.2118093,-1.302758361,0.236245024,-5.514100663,3.51E-08,2.62E-07,6.582410063
LOC_Os03g56280,3643.550461,-1.710475387,0.155776974,-10.98014452,4.76E-28,1.48E-26,25.82950194
LOC_Os03g56310,827.348573,-0.983773486,0.217129386,-4.530682605,5.88E-06,3.25E-05,4.487706584
LOC_Os03g56320,194.7978964,-1.015758321,0.333984124,-3.041142574,0.002356822,0.007955159,2.099351136
LOC_Os03g56330,310.7702196,-0.947635405,0.3218576,-2.943998237,0.003240018,0.010566825,1.976055487
LOC_Os03g56420,1796.664314,-1.490283717,0.198297212,-7.515297185,5.68E-14,7.37E-13,12.13239912
LOC_Os03g56470,201.4742207,-1.910332256,0.369936813,-5.162427813,2.44E-07,1.64E-06,5.785531457
LOC_Os03g56670,136998.1533,-2.152672654,0.157464112,-13.67087207,1.52E-42,1.01E-40,39.99724718
LOC_Os03g56800,147.146064,-1.18584658,0.436365711,-2.717410713,0.006579491,0.019784992,1.703664123
LOC_Os03g56840,138.717888,-1.950545974,0.404130335,-4.823824956,1.41E-06,8.51E-06,5.070048298
LOC_Os03g56869,110.422281,-2.16066996,0.496627899,-4.347446915,1.38E-05,7.16E-05,4.144798096
LOC_Os03g56930,58.70338667,-1.824232593,0.732653376,-2.48780919,0.012853267,0.035452939,1.450347762
LOC_Os03g56950,621.6141773,-2.078591439,0.246251014,-8.440064965,3.17E-17,5.22E-16,15.28228331
LOC_Os03g57149,3429.314916,-2.678094638,0.170471484,-15.70924464,1.31E-55,1.51E-53,52.82027799
LOC_Os03g57220,6966.948116,-2.164247227,0.183637767,-11.78528795,4.65E-32,1.78E-30,29.7496544
LOC_Os03g57260,132.619685,-1.705827177,0.444280013,-3.837481277,0.000124303,0.000541986,3.266011944
LOC_Os03g57349,6296.795261,-0.945573084,0.132743848,-7.123274963,1.05E-12,1.21E-11,10.9185996
LOC_Os03g57500,522.0226475,-0.850075127,0.230019322,-3.695593456,0.000219374,0.000917858,3.037224296
LOC_Os03g57569,61.12097367,-2.551957066,0.589861087,-4.316789032,1.58E-05,8.16E-05,4.088451694
LOC_Os03g57840,2276.638443,-1.556966343,0.191397714,-8.134610231,4.13E-16,6.24E-15,14.20474391
LOC_Os03g58080,163.6816125,-1.819069604,0.437523305,-4.15698569,3.22E-05,0.000156861,3.804484989
LOC_Os03g58090,697.0149815,-1.369579528,0.241379921,-5.673822626,1.40E-08,1.09E-07,6.963644321
LOC_Os03g58160,475.845776,-0.650908351,0.255630434,-2.546284386,0.010887645,0.030638051,1.513738869
LOC_Os03g58470,5461.68709,-0.718925684,0.145508922,-4.940759981,7.78E-07,4.87E-06,5.312905148
LOC_Os03g58540,392.209045,-2.346445466,0.312044239,-7.517736887,5.57E-14,7.25E-13,12.13978236
LOC_Os03g58690,100.545687,-1.521389745,0.547136195,-2.780182825,0.00543283,0.016751574,1.775944385
LOC_Os03g58940,23.51109476,-3.422747271,1.013683995,-3.341409768,0.000833541,0.00312274,2.505464159
LOC_Os03g59060,360.8666081,-0.942490709,0.263996274,-3.569955582,0.000357042,0.001435098,2.843118401
LOC_Os03g59090,639.7255592,-2.493065066,0.269204354,-9.259294282,2.06E-20,4.07E-19,18.3900531
LOC_Os03g59200,61.46191626,-2.254995142,0.609811637,-3.691800869,0.000222672,0.000930173,3.031436094
LOC_Os03g59225,90.22594315,-2.109663897,0.520575462,-4.049281777,5.14E-05,0.000239893,3.619983229
LOC_Os03g59264,446.2450302,-1.389793097,0.305709991,-4.545746893,5.47E-06,3.04E-05,4.516734483
LOC_Os03g59320,343.7619053,-2.516924335,0.46536165,-5.407544423,6.39E-08,4.61E-07,6.336694566
LOC_Os03g59360,2056.840016,-0.70477424,0.172100517,-4.095109537,4.22E-05,0.000201093,3.696602344
LOC_Os03g59470,283.0692591,-0.956034393,0.321554273,-2.973042997,0.002948631,0.009725354,2.01209458
LOC_Os03g59580,48.11413509,-3.622543955,0.733855367,-4.884793116,1.04E-06,6.39E-06,5.194377774
LOC_Os03g59640,663.9818256,-2.137520772,0.238401976,-8.96481438,3.11E-19,5.77E-18,17.23901504
LOC_Os03g60100,1250.909537,-2.274147521,0.234737328,-9.687439226,3.41E-22,7.47E-21,20.12651342
LOC_Os03g60110,77.99728953,-1.785647537,0.502567831,-3.55021192,0.000384921,0.00154086,2.812236911
LOC_Os03g60350,31.03210593,-2.445713993,0.814265269,-2.988428526,0.002804161,0.009297571,2.031630474
LOC_Os03g60390,1087.428872,-0.606093555,0.228528418,-2.652162362,0.007997807,0.023445137,1.629947225
LOC_Os03g60570,417.8176126,-1.693132085,0.373938886,-4.527528593,5.97E-06,3.30E-05,4.482139687
LOC_Os03g60639,316.5361196,-2.123111923,0.341293942,-6.218847663,5.01E-10,4.50E-09,8.346710797
LOC_Os03g60740,1187.236392,-0.632482607,0.209598216,-3.017573978,0.002548068,0.008543875,2.068345126
LOC_Os03g60790,414.022235,-1.809723173,0.285538344,-6.337292067,2.34E-10,2.16E-09,8.665914077
LOC_Os03g60820,1096.644658,-1.154378597,0.184065843,-6.271426611,3.58E-10,3.26E-09,8.487315036
LOC_Os03g60910,1315.938936,-1.490075192,0.230519374,-6.463770799,1.02E-10,9.78E-10,9.009873176
LOC_Os03g60920,617.607123,-0.68842175,0.237611333,-2.897222683,0.003764824,0.012073217,1.918177009
LOC_Os03g61030,123.6449543,-1.690082637,0.474287585,-3.561688849,0.000368477,0.001478417,2.83020295
LOC_Os03g61090,264.9665467,-2.453538867,0.380258392,-6.450217714,1.12E-10,1.07E-09,8.972576919
LOC_Os03g61150,741.4441328,-2.013556664,0.327638558,-6.144761286,8.01E-10,7.02E-09,8.153866979
LOC_Os03g61160,311.9602178,-3.709907316,0.446979365,-8.288075426,1.15E-16,1.82E-15,14.74074214
LOC_Os03g61200,150.5698511,-1.032975089,0.394992044,-2.615009029,0.00892251,0.025748141,1.589254122
LOC_Os03g61220,2751.946387,-1.773803713,0.196672387,-9.01894944,1.90E-19,3.56E-18,17.44885628
LOC_Os03g61260,953.8005572,-2.412928977,0.212803128,-11.33745729,8.56E-30,2.92E-28,27.5352972
LOC_Os03g61280,115.1483808,-3.033300246,0.523823298,-5.778879605,7.52E-09,6.00E-08,7.221576099
LOC_Os03g61310,78.08278635,-1.561192194,0.524692459,-2.973786873,0.002941493,0.009707914,2.012874073
LOC_Os03g61720,11.91299831,-4.684718691,1.289591356,-3.604171998,0.00031315,0.001270032,2.896185465
LOC_Os03g61810,206.6375586,-1.516779397,0.34840951,-4.352647832,1.35E-05,7.01E-05,4.154524033
LOC_Os03g61890,211.1160756,-0.950119796,0.358976509,-2.646416874,0.00813495,0.023767465,1.624017135
LOC_Os03g62170,113.4308446,-1.494810514,0.470252272,-3.177709317,0.001484435,0.00524805,2.280002075
LOC_Os03g62340,322.0104784,-0.927996538,0.284073069,-3.266648613,0.001088287,0.003964185,2.401846079
LOC_Os03g62510,129.7358094,-2.199645331,0.437966906,-5.018179295,5.22E-07,3.36E-06,5.474017933
LOC_Os03g62610,91.9316916,-1.161450213,0.473226587,-2.453810527,0.014135144,0.038525805,1.414248275
LOC_Os03g62630,1312.580556,-2.534120711,0.205882733,-12.30737301,8.27E-35,3.64E-33,32.4384237
LOC_Os03g62780,409.397035,-1.96648599,0.354899991,-5.540388676,3.02E-08,2.26E-07,6.645190396
LOC_Os03g62950,87.65317421,-3.574984369,0.596543391,-5.959197591,2.53E-09,2.12E-08,7.673551669
LOC_Os03g63074,54.12308946,-1.772459988,0.606928539,-2.917550037,0.00352793,0.011390134,1.94347117
LOC_Os03g63330,1055.939265,-0.612283832,0.20010287,-3.0598198,0.002214702,0.007515754,2.12402745
LOC_Os03g63360,1563.218595,-1.789661657,0.186581764,-9.591469592,8.68E-22,1.85E-20,19.73244631
LOC_Os03g63370,81.66718789,-1.583563368,0.609345418,-2.596819034,0.009409148,0.026949828,1.569444001
LOC_Os03g63420,502.2177243,-1.952089153,0.274230389,-7.117636238,1.10E-12,1.25E-11,10.90240742
LOC_Os03g63480,1484.099036,-1.615568131,0.192245398,-8.403416709,4.34E-17,7.06E-16,15.15092097
LOC_Os03g63554,337.9414148,-1.11291426,0.356683465,-3.119862623,0.001809354,0.006270606,2.2026905
LOC_Os03g63950,7030.216936,-2.31242375,0.168273189,-13.74189669,5.70E-43,3.91E-41,40.40734306
LOC_Os03g64010,184.8945357,-0.92396839,0.383283143,-2.410591925,0.015926657,0.042702654,1.369545129
LOC_Os03g64020,7315.51791,-2.064635496,0.161887172,-12.75343266,2.98E-37,1.51E-35,34.81979307
LOC_Os03g64070,656.4353565,-0.877059183,0.246188737,-3.562495022,0.000367347,0.001474259,2.831426144
LOC_Os03g64140,367.0383507,-2.230091541,0.333722752,-6.680796019,2.38E-11,2.41E-10,9.61862283
LOC_Os03g64280,76.79628267,-1.984440578,0.560384575,-3.538341904,0.000402648,0.001604654,2.794618483
LOC_Os03g64350,101.4280814,-2.460590492,0.567519626,-4.329590454,1.49E-05,7.73E-05,4.111809555
LOC_Os03g64400,1445.309846,-0.87758096,0.177135456,-4.954256932,7.26E-07,4.57E-06,5.339718307
LOC_Os04g01540,749.6755551,-2.022152391,0.227996368,-8.868424023,7.42E-19,1.34E-17,16.87278805
LOC_Os04g01780,301.1533052,-1.042187506,0.357599443,-2.914240294,0.003565553,0.011499805,1.939309526
LOC_Os04g02280,14.00609785,-2.749732453,1.087936497,-2.50987843,0.012077273,0.033640353,1.473139461
LOC_Os04g02850,148.7034744,-1.841123637,0.438193191,-4.2004926,2.66E-05,0.000131463,3.88119593
LOC_Os04g02880,1250.908528,-0.848504799,0.245989471,-3.449337049,0.000561965,0.002172213,2.663097651
LOC_Os04g02900,556.1075382,-1.779550731,0.234152902,-7.599284136,2.98E-14,3.94E-13,12.40403629
LOC_Os04g02910,2825.720937,-0.992576925,0.160579469,-6.181187173,6.36E-10,5.65E-09,8.24821165
LOC_Os04g03884,351.8581877,-0.935046227,0.282665701,-3.307773718,0.000940408,0.003474584,2.459097154
LOC_Os04g05010,1155.157919,-2.479256866,0.22562254,-10.98715184,4.41E-28,1.38E-26,25.85975369
LOC_Os04g07490,114.4416478,-2.652528065,0.644731535,-4.105040354,4.04E-05,0.000193349,3.713657639
LOC_Os04g08350,1755.613884,-0.721038424,0.16774985,-4.298274025,1.72E-05,8.81E-05,4.054803386
LOC_Os04g08740,78.51217746,-1.548786478,0.603939173,-2.561736231,0.010415038,0.029482109,1.530441449
LOC_Os04g09604,144.4051053,-1.174835534,0.435619752,-2.696652252,0.007004037,0.020882063,1.680226601
LOC_Os04g11820,1730.736379,-1.449260329,0.198063783,-7.317043215,2.53E-13,3.07E-12,11.51341486
LOC_Os04g13260,383.1069863,-1.07459468,0.310145624,-3.464487763,0.000531242,0.002064106,2.685268021
LOC_Os04g14690,1074.318222,-1.963037843,0.216425715,-9.069627628,1.19E-19,2.27E-18,17.64456694
LOC_Os04g16450,838.5508117,-1.785899347,0.214955628,-8.307731883,9.75E-17,1.55E-15,14.81039615
LOC_Os04g16680,2513.573318,-2.706536804,0.183533583,-14.74588864,3.27E-49,2.90E-47,46.53745687
LOC_Os04g16732,10625.52367,-2.115014922,0.142962423,-14.7940988,1.60E-49,1.46E-47,46.83475357
LOC_Os04g16734,2887.244367,-1.799884079,0.178601815,-10.07743236,6.95E-24,1.70E-22,21.768537
LOC_Os04g16736,2480.385439,-1.833919394,0.177335243,-10.34133961,4.58E-25,1.18E-23,22.92677345
LOC_Os04g16738,467.107519,-1.664478374,0.312972185,-5.317863769,1.05E-07,7.39E-07,6.131418639
LOC_Os04g16740,3044.401772,-1.450137224,0.160203491,-9.051759049,1.41E-19,2.65E-18,17.57602867
LOC_Os04g16745,14027.34229,-1.691749489,0.162461718,-10.41319231,2.16E-25,5.75E-24,23.24052229
LOC_Os04g16748,2962.381147,-1.421976559,0.163002154,-8.72358425,2.70E-18,4.74E-17,16.32383383
LOC_Os04g16760,174.635672,-1.722102684,0.379873359,-4.532208936,5.84E-06,3.23E-05,4.49066308
LOC_Os04g16762,387.5169943,-3.504820642,0.480641662,-7.284575771,3.23E-13,3.86E-12,11.41391389
LOC_Os04g16764,288.6002253,-1.891253026,0.332338005,-5.689536638,1.27E-08,9.96E-08,7.001832645
LOC_Os04g16770,89004.16367,-1.215398617,0.175629136,-6.920256738,4.51E-12,4.89E-11,10.31106346
LOC_Os04g16775,264.6481587,-2.113135069,0.305128645,-6.923245225,4.41E-12,4.79E-11,10.31992827
LOC_Os04g16782,272.6905928,-1.380321915,0.296526326,-4.654413028,3.25E-06,1.87E-05,4.72894137
LOC_Os04g16794,26.2967079,-2.471754121,0.909386347,-2.697404342,0.006988236,0.020838901,1.681125189
LOC_Os04g16804,50.52362655,-1.955696818,0.660456429,-2.958224315,0.003094169,0.01015006,1.993531379
LOC_Os04g16812,272.6905928,-1.380321915,0.296526326,-4.654413028,3.25E-06,1.87E-05,4.72894137
LOC_Os04g16816,578.5486837,-1.908931692,0.261776984,-7.291434536,3.07E-13,3.68E-12,11.4341982
LOC_Os04g16820,4322.579157,-1.567359608,0.140406951,-11.16287902,6.20E-29,2.03E-27,26.69229003
LOC_Os04g16828,303.3394954,-1.814116859,0.294776003,-6.152883066,7.61E-10,6.69E-09,8.174891312
LOC_Os04g16830,1789.082591,-1.450569361,0.195286014,-7.427800703,1.10E-13,1.39E-12,11.85766949
LOC_Os04g16832,73.61418938,-1.381339918,0.55145016,-2.503455664,0.012298709,0.034156809,1.466522703
LOC_Os04g16838,2405.264303,-2.118367754,0.167728238,-12.62933049,1.46E-36,7.07E-35,34.15075484
LOC_Os04g16842,1863.097783,-1.762907805,0.285256163,-6.179951166,6.41E-10,5.68E-09,8.245545394
LOC_Os04g16846,326.5377304,-1.568171666,0.308669817,-5.079982975,3.77E-07,2.47E-06,5.607159176
LOC_Os04g16866,73025.72293,-2.05111696,0.149971758,-13.6766774,1.40E-42,9.37E-41,40.02822376
LOC_Os04g16872,3485.184914,-1.884627227,0.259576103,-7.260331459,3.86E-13,4.59E-12,11.33857346
LOC_Os04g16874,37517.48967,-2.012405372,0.209526548,-9.604520219,7.65E-22,1.64E-20,19.78447193
LOC_Os04g16876,13426.06002,-2.180332678,0.181544488,-12.0098288,3.15E-33,1.27E-31,30.89688343
LOC_Os04g17500,16.13919218,-3.642618051,1.191819093,-2.935239801,0.0033329,0.010824874,1.965577143
LOC_Os04g17700,248.8632558,-1.698325369,0.322214102,-5.269670553,1.37E-07,9.50E-07,6.02250438
LOC_Os04g18090,30405.52714,-1.335088371,0.152510758,-8.754054648,2.06E-18,3.65E-17,16.43753884
LOC_Os04g18200,373.3747588,-1.925904149,0.312273403,-6.165867838,7.01E-10,6.18E-09,8.208797263
LOC_Os04g20920,308.0636306,-0.883671354,0.287279079,-3.075802536,0.002099368,0.007166087,2.144717948
